B4X2Y0_band,232.185
C3V6M8_band,208.84
G4H8N1_band,258.38
G7H6J9_band,223.75
G8H4M6_band,180.29
J6F7M9_band,243.08
K7D3H5_band,198.075
K7R2T8_band,269.625
L5H9D1_band,200.49
m1c,192.45
m1c2,185.83
m2c,191.83
m3c,191.75
m4c,223.62
m5c,209.79000000000002
m6c,230.94
m7c,186.44
m8c,203.965
m9c,204.43
P8F4D1_band,232.66
S4G6N1_band,296.56
U5K8V2_band,183.89
X6V2Z1_band,211.2
X6V3M9_band,179.565
Z7T2O0_band,288.5
